Customer_ID_number,OrderDate,Items,ItemCategory,Gender,Geographic location,Purchase History,ProductPrice,OrderQuantity,OrderNumber,PaymentMethod,Age
3996,3/12/2025,Golden Morn,Food,M,Fadeyi,12/4/2024,950,1,SO75675,Debit card,41
2431,5/24/2025,Golden Morn,Food,M,Mushin,5/5/2023,950,7,SO41180,Cash Payment,77
4526,2/27/2025,Nescafe Coffee,Beverage,M,Sangotedo,11/24/2023,700,7,SO36962,Debit card,35
4271,5/4/2025,Friso Gold Milk,Baby Products,M,Lakowe,9/11/2022,5884,5,SO67009,Cash Payment,32
1593,2/16/2025,Fayrouz,Beverage,F,Shomolu,9/18/2023,500,9,SO42890,Bank transfer,65
2479,3/1/2025,Lipton Tea,Beverage,F,Ilupeju,3/30/2022,850,9,SO26606,Bank transfer,69
4246,5/18/2025,Jik Bleach,Cleaning,M,Lakowe,5/5/2023,1442,3,SO53637,Cash Payment,28
2851,2/19/2025,Diaper Rash Cream,Baby Products,M,Oshodi,2/1/2022,8148,7,SO85409,Debit card,21
1940,4/8/2025,Oral-B Toothbrush,Personal Care,F,Lagos Island,7/5/2024,1147,9,SO72303,Bank transfer,46
4169,4/5/2025,Golden Morn,Food,M,Ikotun,9/24/2023,950,2,SO75062,Cash Payment,77
1814,4/19/2025,Chin Chin,Snack,M,Lagos Island,7/21/2024,1800,3,SO57697,Debit card,69
4969,5/1/2025,Bournvita,Beverage,M,Mafoluku,10/16/2024,1150,9,SO99729,Cash Payment,74
1640,2/1/2025,Coca-Cola,Beverage,F,Surulere,3/10/2025,500,9,SO60096,Cash Payment,47
1076,5/16/2025,Bournvita,Beverage,M,Shomolu,10/6/2022,1150,1,SO45342,Debit card,34
2666,1/22/2025,Coca-Cola,Beverage,F,Agege,5/7/2023,500,4,SO94153,Cash Payment,72
1659,1/28/2025,Lipton Tea,Beverage,F,Ibeju lekki,5/20/2024,850,2,SO48024,Debit card,62
2439,2/22/2025,Sugar,Food,F,Ketu,8/7/2022,1000,4,SO44221,Debit card,79
3154,2/12/2025,Dano Milk,Dairy,F,Ketu,9/27/2024,120,1,SO49706,Debit card,36
1186,1/30/2025,Shea Butter,Personal Care,F,Iyana ipaja,11/13/2022,1855,5,SO65330,Cash Payment,67
4028,5/22/2025,Close-Up Toothpaste,Personal Care,F,Mafoluku,5/28/2025,1736,1,SO57847,Bank transfer,56
2991,3/6/2025,Peak Milk,Dairy,F,Lakowe,8/14/2023,350,10,SO92513,Debit card,62
3107,2/7/2025,Morning Fresh Dishwash,Cleaning,F,Mushin,2/18/2023,1451,2,SO40692,Bank transfer,66
3963,4/26/2025,Beans,Food,M,Fadeyi,4/23/2025,12000,10,SO62166,Cash Payment,64
4494,1/13/2025,Eva Water,Beverage,F,Mushin,2/7/2023,400,9,SO64071,Debit card,75
3521,1/30/2025,Peak Milk,Dairy,M,Fagba,3/20/2022,350,8,SO56951,Bank transfer,56
1017,1/25/2025,Milo,Beverage,F,Oshodi,11/5/2024,1200,3,SO79437,Bank transfer,43
1476,4/6/2025,Extension Box,Electronics,M,Fagba,3/26/2024,3000,1,SO22211,Bank transfer,49
2696,1/28/2025,La Casera Apple Drink,Beverage,F,Shomolu,1/8/2025,350,5,SO55045,Bank transfer,37
3921,1/2/2025,Earphones,Electronics,F,Surulere,4/9/2023,13000,6,SO39004,Debit card,73
3194,3/18/2025,Hypo Bleach,Cleaning,F,Iyana ipaja,4/17/2023,1603,8,SO92646,Debit card,26
4394,4/16/2025,Hollandia Yoghurt,Beverage,M,Lagos Island,9/6/2023,1500,2,SO63149,Bank transfer,68
4812,3/31/2025,Indomie Instant Noodles,Food,M,Ketu,2/22/2022,250,3,SO29617,Debit card,56
2375,2/24/2025,Golden Morn,Food,F,Ikotun,8/16/2022,950,9,SO62739,Bank transfer,67
3244,1/9/2025,Semovita,Food,F,Sangotedo,9/16/2024,3400,2,SO13182,Debit card,41
2625,1/17/2025,Golden Morn,Food,M,Iyana ipaja,8/2/2023,950,1,SO40219,Debit card,66
1635,5/9/2025,Salt,Food,M,Fadeyi,8/29/2023,500,3,SO88945,Bank transfer,58
1365,4/22/2025,Semovita,Food,M,Yaba,12/16/2023,3400,7,SO12486,Bank transfer,25
2031,2/6/2025,Maggi Cubes,Food Seasoning,M,Ikorodu,10/31/2022,700,10,SO78588,Bank transfer,43
2332,3/16/2025,Omo Detergent,Cleaning,F,Mushin,2/18/2024,1338,10,SO65383,Debit card,28
4896,2/23/2025,Dettol Soap,Personal Care,M,Fagba,9/19/2024,1722,1,SO66879,Debit card,68
4216,2/20/2025,Peak Milk,Dairy,F,Ikorodu,3/18/2025,350,2,SO46638,Bank transfer,18
3103,1/10/2025,Golden Morn,Food,M,Ikorodu,6/13/2023,950,9,SO25784,Cash Payment,58
4955,1/5/2025,Maggi Cubes,Food Seasoning,F,Agege,5/22/2024,700,2,SO41676,Cash Payment,42
1887,2/10/2025,Dano Milk,Dairy,F,Badore,5/18/2024,120,10,SO72829,Cash Payment,55
2013,2/10/2025,Milo,Beverage,M,Oshodi,1/30/2024,1200,2,SO63384,Debit card,80
1574,4/25/2025,Golden Morn,Food,F,Festac town,2/22/2023,950,8,SO44779,Debit card,65
3976,1/22/2025,Indomie Instant Noodles,Food,M,Ilupeju,9/10/2024,250,9,SO50118,Bank transfer,36
1639,1/7/2025,Lux Soap,Personal Care,M,Mushin,7/19/2024,1006,10,SO86888,Debit card,44
3918,3/9/2025,Semovita,Food,F,Ketu,12/27/2023,3400,1,SO72516,Cash Payment,55
4361,3/11/2025,Beans,Food,M,Lakowe,2/11/2025,12000,5,SO33297,Bank transfer,62
3064,3/29/2025,MTN Airtime ?500,Airtime,M,Agege,11/28/2024,500,10,SO65879,Bank transfer,53
1175,4/9/2025,Beans,Food,M,Surulere,1/21/2025,12000,2,SO69026,Bank transfer,68
4800,3/20/2025,Always Sanitary Pad,Toiletries,M,Ikeja,1/20/2025,950,7,SO41943,Cash Payment,55
1759,3/28/2025,Always Sanitary Pad,Toiletries,M,Oshodi,1/13/2023,950,2,SO69638,Cash Payment,50
2252,4/26/2025,Milo,Beverage,F,Ketu,8/4/2022,1200,8,SO62128,Bank transfer,51
4958,5/22/2025,Dettol Soap,Personal Care,F,Iyana ipaja,3/28/2022,1722,10,SO84939,Debit card,26
4082,2/14/2025,Hollandia Yoghurt,Beverage,F,Ikotun,7/1/2024,1500,10,SO85252,Debit card,49
2642,4/21/2025,Always Sanitary Pad,Toiletries,F,Ketu,6/9/2024,950,9,SO68493,Debit card,65
1805,2/2/2025,Indomie Instant Noodles,Food,F,Fagba,10/22/2024,250,4,SO71861,Cash Payment,68
2706,3/12/2025,Morning Fresh Dishwash,Cleaning,M,Agege,5/4/2025,1451,6,SO57426,Bank transfer,68
3843,2/8/2025,Oral-B Toothbrush,Personal Care,M,Fadeyi,1/12/2024,1147,9,SO23908,Cash Payment,68
1061,5/20/2025,Jik Bleach,Cleaning,M,Sangotedo,4/12/2023,1442,5,SO78642,Bank transfer,37
2345,4/28/2025,Maggi Cubes,Food Seasoning,M,Mafoluku,2/22/2025,700,5,SO73244,Cash Payment,75
3256,4/7/2025,Fayrouz,Beverage,F,Ikeja,5/19/2025,500,3,SO75230,Debit card,79
1693,4/20/2025,Notebook (60 leaves),Stationery,M,Iganmu,10/9/2023,1769,3,SO28143,Debit card,76
4275,3/27/2025,Fayrouz,Beverage,F,Ketu,12/9/2023,500,5,SO74548,Debit card,44
1969,5/5/2025,Maggi Cubes,Food Seasoning,M,Iyana ipaja,6/15/2022,700,5,SO88521,Bank transfer,65
3185,5/29/2025,Morning Fresh Dishwash,Cleaning,M,Ogba,10/24/2024,1451,2,SO20902,Debit card,66
3474,2/6/2025,Maggi Cubes,Food Seasoning,F,Ibeju lekki,8/15/2022,700,6,SO59307,Cash Payment,28
4828,3/13/2025,Dettol Antiseptic,Cleaning,F,Fagba,5/10/2023,1533,5,SO31672,Cash Payment,22
1157,5/19/2025,Indomie Instant Noodles,Food,F,Oshodi,9/20/2024,250,9,SO10635,Debit card,64
2692,1/20/2025,Oral-B Toothbrush,Personal Care,F,Ogba,1/11/2024,1147,4,SO63951,Bank transfer,37
3399,2/7/2025,Lipton Tea,Beverage,F,Surulere,8/10/2022,850,4,SO39387,Bank transfer,26
3792,5/17/2025,Plantain Chips,Snack,M,Ikotun,1/17/2025,1500,9,SO57717,Debit card,58
1077,4/25/2025,Fayrouz,Beverage,F,Lakowe,12/18/2024,500,9,SO85873,Debit card,64
2711,4/22/2025,Lux Soap,Personal Care,F,Agege,8/22/2022,1006,1,SO17436,Bank transfer,60
2298,4/24/2025,Coca-Cola,Beverage,M,Agege,6/20/2023,500,7,SO23387,Cash Payment,40
1991,2/20/2025,La Casera Apple Drink,Beverage,M,Yaba,12/7/2024,350,5,SO92218,Cash Payment,41
3821,3/12/2025,Power Bank,Electronics,F,Ogba,2/13/2023,20000,7,SO52546,Debit card,51
1591,3/27/2025,Sugar,Food,F,Sangotedo,8/6/2022,1000,1,SO63608,Bank transfer,37
2966,4/25/2025,Maggi Cubes,Food Seasoning,F,Ogba,5/7/2024,700,7,SO52441,Cash Payment,59
3795,3/7/2025,Oral-B Toothbrush,Personal Care,F,Mafoluku,9/18/2022,1147,7,SO86734,Debit card,69
2970,1/26/2025,Maggi Cubes,Food Seasoning,F,Yaba,2/21/2024,700,10,SO69811,Bank transfer,45
4468,5/18/2025,Dano Milk,Dairy,F,Badore,2/28/2025,120,1,SO36278,Debit card,42
1244,4/26/2025,Semovita,Food,F,Fagba,2/17/2022,3400,10,SO60250,Cash Payment,32
4121,1/21/2025,Extension Box,Electronics,M,Oshodi,7/22/2022,3000,7,SO22996,Bank transfer,74
3424,1/12/2025,Coca-Cola,Beverage,F,Ikeja,1/3/2024,500,2,SO14897,Cash Payment,50
1341,1/15/2025,Chin Chin,Snack,F,Ogba,8/29/2022,1800,1,SO69510,Debit card,26
3801,1/9/2025,Semovita,Food,M,Iganmu,3/8/2022,3400,4,SO44622,Cash Payment,42
2230,4/13/2025,Bournvita,Beverage,F,Ilupeju,5/21/2024,1150,5,SO71933,Cash Payment,34
2323,4/9/2025,Golden Morn,Food,M,Iganmu,12/8/2024,950,10,SO84708,Bank transfer,23
2907,3/3/2025,Coca-Cola,Beverage,M,Lakowe,1/18/2022,500,7,SO37093,Cash Payment,72
2447,3/11/2025,Semovita,Food,M,Mafoluku,3/18/2025,3400,9,SO25470,Bank transfer,39
4272,2/3/2025,Always Sanitary Pad,Toiletries,M,Sangotedo,4/5/2022,950,5,SO17796,Bank transfer,32
1433,3/30/2025,Chin Chin,Snack,F,Ketu,5/13/2025,1800,7,SO13098,Debit card,43
3846,3/27/2025,Shea Butter,Personal Care,F,Ikotun,2/5/2025,1855,7,SO41118,Cash Payment,60
4694,3/7/2025,Spaghetti,Food,M,Ikorodu,3/15/2024,450,8,SO89028,Cash Payment,54
1748,3/1/2025,Friso Gold Milk,Baby Products,F,Ibeju lekki,12/4/2023,5884,5,SO24653,Debit card,73
4410,1/6/2025,Golden Morn,Food,F,Ogba,11/17/2023,950,4,SO72860,Debit card,51
4636,1/14/2025,Beans,Food,M,Ikeja,9/14/2023,12000,1,SO66812,Cash Payment,40
1867,1/6/2025,Phone Charger,Electronics,F,Ikorodu,9/14/2024,2404,10,SO18898,Bank transfer,60
4334,1/17/2025,Dano Milk,Dairy,M,Sangotedo,10/18/2023,120,5,SO43637,Debit card,66
1034,5/26/2025,Spaghetti,Food,F,Ketu,5/12/2023,450,9,SO80540,Debit card,74
3461,4/21/2025,Jik Bleach,Cleaning,M,Lakowe,9/24/2022,1442,5,SO88401,Bank transfer,57
2488,4/6/2025,Dove Body Wash,Personal Care,M,Mushin,4/29/2025,1778,8,SO69661,Cash Payment,60
4150,4/6/2025,Diaper Rash Cream,Baby Products,M,Ibeju lekki,3/21/2022,8148,2,SO47746,Cash Payment,71
2412,1/6/2025,Maggi Cubes,Food Seasoning,M,Sangotedo,2/11/2025,700,8,SO44766,Cash Payment,24
3505,5/24/2025,Pen (Pack of 5),Stationery,M,Ogba,3/25/2023,2489,2,SO68487,Debit card,62
2718,3/19/2025,Sugar,Food,M,Ogba,4/23/2022,1000,8,SO30235,Cash Payment,77
2564,5/19/2025,Semovita,Food,F,Fagba,7/12/2022,3400,2,SO66926,Bank transfer,36
2005,5/7/2025,Dano Milk,Dairy,F,Mushin,12/5/2023,120,2,SO56032,Bank transfer,65
3835,4/11/2025,Jik Bleach,Cleaning,M,Ibeju lekki,6/1/2022,1442,7,SO22515,Bank transfer,64
2402,3/4/2025,Phone Charger,Electronics,F,Lakowe,3/28/2022,2404,4,SO73261,Cash Payment,46
4343,3/27/2025,Hollandia Yoghurt,Beverage,F,Festac town,2/8/2023,1500,7,SO98229,Debit card,30
2562,5/9/2025,Local Broom,Cleaning,M,Ogba,10/1/2024,1579,4,SO29098,Debit card,76
2753,5/24/2025,Diaper Rash Cream,Baby Products,F,Fadeyi,4/19/2023,8148,8,SO24344,Cash Payment,46
4553,4/10/2025,Maggi Cubes,Food Seasoning,F,Ibeju lekki,3/12/2022,700,9,SO20842,Cash Payment,50
3760,2/5/2025,Maggi Cubes,Food Seasoning,F,Lakowe,4/18/2024,700,6,SO31664,Cash Payment,49
3729,3/16/2025,Shea Butter,Personal Care,M,Lagos Island,7/28/2023,1855,8,SO55749,Cash Payment,57
1674,4/29/2025,Hypo Bleach,Cleaning,F,Fagba,10/13/2024,1603,6,SO90778,Bank transfer,34
3817,1/31/2025,Cerelac,Baby Products,M,Lakowe,8/8/2022,8540,7,SO63750,Debit card,65
4933,1/31/2025,Rechargeable Torch Light,Misc,M,Yaba,4/24/2023,5735,1,SO38869,Debit card,69
3836,1/28/2025,Jik Bleach,Cleaning,F,Mafoluku,9/24/2024,1442,1,SO75124,Cash Payment,72
4925,1/23/2025,Spaghetti,Food,F,Shomolu,3/8/2023,450,3,SO52740,Debit card,61
4886,5/3/2025,Phone Charger,Electronics,M,Mafoluku,11/6/2024,2404,3,SO52370,Bank transfer,69
4504,2/10/2025,Oral-B Toothbrush,Personal Care,M,Mushin,8/2/2024,1147,5,SO73389,Cash Payment,78
3830,5/3/2025,Local Broom,Cleaning,M,Festac town,7/23/2024,1579,2,SO44545,Cash Payment,60
4234,2/14/2025,Maggi Cubes,Food Seasoning,F,Festac town,3/31/2023,700,1,SO54606,Debit card,55
1727,2/7/2025,Lipton Tea,Beverage,M,Badore,3/13/2022,850,5,SO62818,Cash Payment,32
2511,1/11/2025,Hand Sanitizer,Personal Care,F,Oshodi,12/28/2024,1843,10,SO68157,Cash Payment,38
4232,5/17/2025,Coca-Cola,Beverage,M,Sangotedo,5/22/2022,500,3,SO35947,Debit card,41
3081,5/27/2025,Hypo Bleach,Cleaning,M,Badore,7/23/2023,1603,9,SO48390,Cash Payment,41
4906,1/10/2025,Plantain Chips,Snack,M,Iganmu,8/16/2024,1500,6,SO63168,Cash Payment,76
4018,1/14/2025,Milo,Beverage,F,Ogba,1/6/2022,1200,3,SO45761,Debit card,71
2890,1/28/2025,Dano Milk,Dairy,F,Mafoluku,4/8/2023,120,8,SO86975,Cash Payment,76
1822,3/14/2025,Pen (Pack of 5),Stationery,M,Yaba,8/16/2024,2489,7,SO90003,Cash Payment,80
3849,1/15/2025,Always Sanitary Pad,Toiletries,F,Ibeju lekki,6/19/2022,950,9,SO58513,Cash Payment,23
3238,3/19/2025,Coca-Cola,Beverage,F,Ikotun,3/4/2023,500,4,SO15899,Cash Payment,50
4458,2/22/2025,Omo Detergent,Cleaning,F,Mafoluku,11/28/2022,1338,3,SO65502,Debit card,46
1522,3/6/2025,Always Sanitary Pad,Toiletries,F,Ikorodu,9/6/2023,950,2,SO40604,Debit card,72
1419,4/3/2025,Milo,Beverage,M,Agege,4/3/2025,1200,6,SO44565,Debit card,60
4652,1/13/2025,Milo,Beverage,M,Ikorodu,8/16/2024,1200,6,SO54837,Debit card,64
3896,2/25/2025,Pen (Pack of 5),Stationery,F,Agege,9/25/2023,2489,1,SO17325,Debit card,73
2754,3/28/2025,Golden Morn,Food,M,Iyana ipaja,2/23/2022,950,9,SO84904,Debit card,71
2068,4/23/2025,Omo Detergent,Cleaning,M,Ilupeju,7/14/2022,1338,5,SO48077,Cash Payment,30
2522,5/20/2025,Dano Milk,Dairy,M,Oshodi,6/10/2024,120,4,SO27899,Debit card,37
4434,4/3/2025,Dettol Soap,Personal Care,F,Surulere,9/30/2022,1722,10,SO38449,Bank transfer,62
4896,1/2/2025,Coca-Cola,Beverage,M,Badore,5/31/2023,500,8,SO68860,Debit card,68
3462,3/10/2025,Spaghetti,Food,M,Ikotun,1/9/2023,450,8,SO13730,Bank transfer,34
1341,2/18/2025,Dano Milk,Dairy,M,Ilupeju,9/25/2024,120,6,SO42245,Bank transfer,26
4036,3/31/2025,Semovita,Food,F,Agege,11/12/2023,3400,4,SO94414,Debit card,36
1811,5/17/2025,Indomie Instant Noodles,Food,F,Ikotun,5/20/2023,250,4,SO25426,Bank transfer,29
2247,1/3/2025,Chin Chin,Snack,F,Iganmu,12/25/2022,1800,9,SO67973,Bank transfer,69
3727,3/22/2025,Golden Morn,Food,F,Fagba,11/14/2023,950,4,SO73906,Debit card,49
2626,1/11/2025,Golden Morn,Food,M,Ketu,1/6/2022,950,4,SO48346,Debit card,77
3225,3/14/2025,Maggi Cubes,Food Seasoning,F,Fagba,5/9/2024,700,1,SO69091,Debit card,30
1483,4/21/2025,Chin Chin,Snack,F,Shomolu,2/22/2022,1800,3,SO70390,Bank transfer,60
2062,3/27/2025,Lipton Tea,Beverage,F,Mafoluku,5/14/2024,850,5,SO63934,Cash Payment,65
3310,2/6/2025,Jik Bleach,Cleaning,M,Agege,6/27/2022,1442,3,SO91382,Bank transfer,23
4500,4/13/2025,Local Broom,Cleaning,F,Ilupeju,1/12/2025,1579,10,SO57317,Debit card,36
3643,4/13/2025,Friso Gold Milk,Baby Products,F,Badore,7/21/2024,5884,10,SO58102,Bank transfer,23
1887,5/16/2025,Chin Chin,Snack,F,Fagba,1/24/2024,1800,1,SO23158,Debit card,55
2196,2/11/2025,Golden Morn,Food,F,Ikotun,8/22/2023,950,4,SO73625,Cash Payment,67
1791,5/25/2025,Indomie Instant Noodles,Food,F,Ikorodu,6/9/2023,250,3,SO70180,Bank transfer,51
1402,1/22/2025,Semovita,Food,F,Yaba,2/6/2025,3400,9,SO90243,Bank transfer,18
2279,2/12/2025,Sugar,Food,M,Fagba,11/18/2022,1000,3,SO22763,Cash Payment,34
1650,5/2/2025,Close-Up Toothpaste,Personal Care,M,Shomolu,1/12/2024,1736,8,SO50348,Bank transfer,70
3776,2/6/2025,Golden Morn,Food,F,Lakowe,9/18/2024,950,4,SO31098,Cash Payment,23
3753,3/8/2025,Diaper Rash Cream,Baby Products,M,Yaba,5/24/2023,8148,1,SO85329,Bank transfer,54
4868,2/4/2025,Coca-Cola,Beverage,F,Lakowe,12/29/2024,500,3,SO51363,Debit card,39
3682,2/21/2025,Maggi Cubes,Food Seasoning,F,Surulere,6/15/2022,700,6,SO11421,Debit card,74
2344,3/30/2025,Diaper Rash Cream,Baby Products,M,Ogba,6/24/2024,8148,4,SO73597,Cash Payment,26
2585,1/21/2025,Notebook (60 leaves),Stationery,F,Ikorodu,2/10/2022,1769,9,SO26343,Cash Payment,47
3839,4/17/2025,Golden Morn,Food,F,Lakowe,11/3/2022,950,9,SO45824,Cash Payment,66
4747,4/24/2025,Coca-Cola,Beverage,F,Mushin,10/31/2023,500,6,SO66999,Bank transfer,22
3900,5/19/2025,Sugar,Food,M,Ikorodu,4/6/2022,1000,2,SO96838,Bank transfer,35
1146,4/15/2025,MTN Airtime ?500,Airtime,F,Surulere,2/3/2022,500,7,SO42620,Cash Payment,73
4683,2/9/2025,Rice,Food,M,Fagba,5/13/2022,25000,6,SO15899,Cash Payment,24
3775,5/21/2025,Golden Morn,Food,F,Ikotun,7/21/2022,950,5,SO65754,Cash Payment,79
1816,1/25/2025,Dettol Soap,Personal Care,F,Ogba,10/23/2024,1722,8,SO58642,Cash Payment,73
4624,2/22/2025,Indomie Instant Noodles,Food,F,Fadeyi,11/22/2022,250,10,SO70718,Bank transfer,19
1108,3/24/2025,Hollandia Yoghurt,Beverage,M,Iganmu,5/9/2024,1500,10,SO86108,Bank transfer,76
3942,1/22/2025,Pen (Pack of 5),Stationery,F,Shomolu,11/15/2024,2489,10,SO79606,Cash Payment,69
3257,4/25/2025,Hollandia Yoghurt,Beverage,M,Iganmu,10/14/2024,1500,7,SO38248,Cash Payment,68
3329,4/20/2025,Lipton Tea,Beverage,F,Lakowe,2/9/2025,850,10,SO52424,Debit card,48
4272,1/20/2025,Jik Bleach,Cleaning,F,Ibeju lekki,8/24/2024,1442,7,SO91425,Cash Payment,32
4292,5/20/2025,Diaper Rash Cream,Baby Products,M,Ikeja,6/12/2024,8148,6,SO25925,Debit card,51
1694,3/6/2025,Indomie Instant Noodles,Food,F,Iyana ipaja,5/21/2024,250,9,SO54036,Debit card,56
2431,4/11/2025,Rexona Air Freshener,Cleaning,M,Iganmu,2/7/2023,1861,4,SO21863,Cash Payment,77
1026,3/21/2025,Bournvita,Beverage,M,Ketu,3/30/2023,1150,1,SO97330,Bank transfer,54
3137,4/4/2025,Sugar,Food,M,Iyana ipaja,12/1/2024,1000,6,SO36463,Debit card,50
4153,5/21/2025,Semovita,Food,M,Ilupeju,2/2/2023,3400,5,SO24934,Bank transfer,77
3026,3/22/2025,Golden Morn,Food,M,Lakowe,10/15/2022,950,9,SO66669,Cash Payment,55
3106,5/15/2025,Spaghetti,Food,F,Lakowe,12/21/2022,450,2,SO73094,Bank transfer,60
1419,4/27/2025,La Casera Apple Drink,Beverage,F,Oshodi,10/19/2024,350,7,SO43982,Cash Payment,60
4656,3/9/2025,Nescafe Coffee,Beverage,M,Ilupeju,11/14/2023,700,4,SO26347,Debit card,36
3119,5/26/2025,MTN Airtime ?500,Airtime,M,Ibeju lekki,5/21/2024,500,1,SO65786,Bank transfer,36
3628,4/18/2025,Local Broom,Cleaning,M,Shomolu,1/21/2025,1579,4,SO13255,Bank transfer,27
2236,2/19/2025,Beans,Food,M,Lakowe,4/15/2024,12000,1,SO82791,Debit card,20
1472,3/20/2025,Eva Water,Beverage,F,Iyana ipaja,4/11/2022,400,1,SO13216,Bank transfer,53
4652,1/29/2025,Nescafe Coffee,Beverage,F,Fagba,2/17/2022,700,8,SO99605,Cash Payment,64
3044,1/15/2025,Jik Bleach,Cleaning,F,Oshodi,2/13/2022,1442,4,SO93960,Cash Payment,60
4570,2/23/2025,Fayrouz,Beverage,F,Yaba,9/28/2022,500,10,SO77763,Debit card,19
2855,3/26/2025,Golden Morn,Food,F,Shomolu,6/15/2023,950,3,SO88786,Cash Payment,23
1344,4/29/2025,Phone Charger,Electronics,F,Fadeyi,3/22/2024,2404,1,SO82029,Debit card,26
1586,1/3/2025,Beans,Food,M,Fadeyi,1/13/2025,12000,7,SO63319,Cash Payment,35
2390,1/7/2025,Beans,Food,M,Ibeju lekki,5/6/2023,12000,5,SO78353,Debit card,57
1425,3/6/2025,Local Broom,Cleaning,M,Ilupeju,6/17/2023,1579,8,SO76540,Debit card,37
2736,2/19/2025,Indomie Instant Noodles,Food,M,Sangotedo,2/10/2023,250,7,SO17555,Debit card,33
1621,5/26/2025,Plantain Chips,Snack,M,Mushin,2/1/2025,1500,4,SO22336,Bank transfer,74
2904,3/10/2025,Hollandia Yoghurt,Beverage,M,Iganmu,7/18/2023,1500,1,SO97254,Debit card,20
1285,3/20/2025,Beans,Food,M,Agege,11/24/2022,12000,6,SO22991,Debit card,79
4251,4/3/2025,Golden Morn,Food,M,Oshodi,10/11/2024,950,3,SO82684,Bank transfer,79
4314,1/22/2025,Golden Morn,Food,F,Badore,3/6/2024,950,9,SO88969,Debit card,50
1037,5/30/2025,Beans,Food,F,Ogba,9/15/2023,12000,3,SO72561,Bank transfer,41
3115,1/10/2025,Beans,Food,M,Ketu,11/29/2023,12000,2,SO85807,Debit card,32
3550,1/26/2025,Golden Morn,Food,M,Ibeju lekki,3/25/2024,950,2,SO28517,Cash Payment,35
1285,2/22/2025,Indomie Instant Noodles,Food,F,Lagos Island,4/18/2024,250,9,SO77862,Cash Payment,79
2806,2/17/2025,Dano Milk,Dairy,M,Badore,2/21/2022,120,4,SO27229,Cash Payment,66
2751,3/28/2025,Coca-Cola,Beverage,F,Lakowe,7/6/2022,500,9,SO97533,Cash Payment,70
2001,3/27/2025,Coca-Cola,Beverage,F,Ikorodu,5/9/2024,500,5,SO88970,Debit card,27
3895,3/30/2025,Maggi Cubes,Food Seasoning,F,Shomolu,9/29/2022,700,10,SO12107,Bank transfer,40
3527,3/17/2025,Fayrouz,Beverage,F,Ogba,9/8/2024,500,6,SO71038,Cash Payment,76
3033,2/22/2025,Semovita,Food,F,Agege,9/29/2022,3400,1,SO75391,Cash Payment,43
2761,1/25/2025,Maggi Cubes,Food Seasoning,M,Agege,2/22/2025,700,9,SO15312,Bank transfer,38
1011,5/11/2025,Beans,Food,F,Festac town,9/11/2024,12000,2,SO85702,Cash Payment,67
3703,1/13/2025,Bournvita,Beverage,F,Ibeju lekki,8/12/2023,1150,2,SO14285,Cash Payment,65
3595,1/24/2025,Lipton Tea,Beverage,F,Ogba,5/12/2023,850,6,SO39942,Bank transfer,44
4169,3/25/2025,Coca-Cola,Beverage,M,Iyana ipaja,9/22/2024,500,5,SO95030,Debit card,77
2025,2/18/2025,Nescafe Coffee,Beverage,F,Ketu,10/14/2024,700,3,SO22400,Debit card,40
1430,2/9/2025,Jik Bleach,Cleaning,F,Ilupeju,1/20/2025,1442,2,SO71005,Debit card,43
1410,5/5/2025,Maggi Cubes,Food Seasoning,F,Oshodi,1/16/2022,700,9,SO21738,Bank transfer,35
4588,5/18/2025,Maggi Cubes,Food Seasoning,F,Iganmu,8/8/2024,700,6,SO43519,Debit card,38
4291,5/5/2025,Dano Milk,Dairy,F,Surulere,7/2/2023,120,5,SO19913,Debit card,56
3444,1/17/2025,Hollandia Yoghurt,Beverage,M,Lagos Island,12/15/2024,1500,4,SO80042,Cash Payment,59
4134,2/20/2025,Maggi Cubes,Food Seasoning,F,Lakowe,9/3/2024,700,10,SO63265,Debit card,55
2365,5/6/2025,Semovita,Food,F,Fadeyi,6/20/2022,3400,10,SO42841,Cash Payment,69
2816,1/5/2025,Beans,Food,F,Ketu,9/11/2024,12000,8,SO18368,Debit card,69
1146,2/27/2025,Maggi Cubes,Food Seasoning,F,Ikeja,12/7/2023,700,7,SO26790,Cash Payment,73
2071,3/17/2025,Beans,Food,M,Ogba,5/8/2024,12000,4,SO11517,Bank transfer,18
1291,4/24/2025,Spaghetti,Food,M,Mushin,11/7/2023,450,6,SO57326,Debit card,69
4490,2/7/2025,Lipton Tea,Beverage,F,Ikeja,6/17/2023,850,4,SO46006,Bank transfer,49
4280,4/30/2025,Diaper Rash Cream,Baby Products,M,Ogba,11/22/2023,8148,9,SO39638,Bank transfer,74
2056,2/5/2025,Earphones,Electronics,M,Lagos Island,2/20/2025,13000,4,SO39975,Cash Payment,38
4112,1/24/2025,Coca-Cola,Beverage,M,Ibeju lekki,7/15/2023,500,6,SO15446,Debit card,43
2416,5/3/2025,Peak Milk,Dairy,M,Iyana ipaja,3/18/2022,350,9,SO77481,Debit card,40
2955,2/3/2025,Nescafe Coffee,Beverage,M,Ikeja,6/14/2024,700,8,SO12275,Cash Payment,33
4403,1/24/2025,La Casera Apple Drink,Beverage,F,Ogba,10/15/2024,350,7,SO65352,Cash Payment,44
3164,4/8/2025,MTN Airtime ?500,Airtime,M,Ikotun,1/7/2024,500,4,SO78860,Bank transfer,56
3038,2/25/2025,Golden Morn,Food,F,Lagos Island,12/18/2022,950,10,SO22270,Debit card,76
